datetime,service_date,route_id,route_name,trip_id,direction_id,direction_name,stop_id,stop_name,stop_sequence,vehicle_id,scheduled_arrival,actual_arrival,delay_min,headway_min,passengers_waiting,passengers_boarded,passengers_alighted,passengers_onboard,capacity,occupancy_rate,crowding_level,dwell_time_sec,door_open_count,wheelchair_boardings,bike_boardings,lat,lon,weather_conditions,weather_hour,peak,trip_start_time,trip_end_time,trip_vehicle_id,vehicle_model,vehicle_capacity,vehicle_wheelchair_capacity,vehicle_bike_rack,stop_zone,route_long_name,route_length_km,route_color,weather_temp_c,weather_precip_mm,weather_hourly_conditions
10/25/2025 12:14,10/25/2025,A,Route A - Downtown Loop,A-0-20251025-04,0,Outbound,A04,A-Stop 4,4,A04,10/25/2025 12:14,10/25/2025 12:14,-0.3,120,4,1,2,2,36,0.06,Low,27,1,0,0,42.446197,-76.490794,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A04,Proterra ZX5,36,2,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:14,10/25/2025,A,Route A - Downtown Loop,A-1-20251025-04,1,Inbound,A07,A-Stop 7,4,A05,10/25/2025 12:14,10/25/2025 12:14,0.03,120,4,0,2,0,50,0,Low,29,1,0,0,42.451454,-76.482663,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A05,Proterra ZX5,50,3,TRUE,Suburban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:15,10/25/2025,C,Route C - Airport Connector,C-1-20251025-04,1,Inbound,C07,C-Stop 7,4,C01,10/25/2025 12:15,10/25/2025 12:15,0.22,120,3,2,0,2,45,0.04,Low,25,1,0,0,42.47153,-76.441841,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C01,New Flyer Xcelsior,45,2,FALSE,Suburban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:15,10/25/2025,C,Route C - Airport Connector,C-0-20251025-04,0,Outbound,C04,C-Stop 4,4,C04,10/25/2025 12:15,10/25/2025 12:15,0.2,120,2,1,2,0,40,0,Low,18,1,0,0,42.465792,-76.450726,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C04,Gillig Low Floor,40,2,TRUE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:16,10/25/2025,B,Route B - University Express,B-0-20251025-04,0,Outbound,B04,B-Stop 4,4,B03,10/25/2025 12:15,10/25/2025 12:16,0.12,120,1,1,1,0,42,0,Low,24,1,0,1,42.455574,-76.471051,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B03,Proterra ZX5,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:19,10/25/2025,A,Route A - Downtown Loop,A-1-20251025-04,1,Inbound,A06,A-Stop 6,5,A05,10/25/2025 12:19,10/25/2025 12:19,0.08,120,5,0,1,0,50,0,Low,15,1,0,0,42.450163,-76.485189,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A05,Proterra ZX5,50,3,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:19,10/25/2025,A,Route A - Downtown Loop,A-0-20251025-04,0,Outbound,A05,A-Stop 5,5,A04,10/25/2025 12:19,10/25/2025 12:19,-0.06,120,3,3,1,4,36,0.11,Low,26,1,0,0,42.448136,-76.487743,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A04,Proterra ZX5,36,2,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:19,10/25/2025,C,Route C - Airport Connector,C-0-20251025-04,0,Outbound,C05,C-Stop 5,5,C04,10/25/2025 12:20,10/25/2025 12:19,-0.3,120,3,2,1,1,40,0.03,Low,19,1,0,1,42.468418,-76.448697,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C04,Gillig Low Floor,40,2,TRUE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:20,10/25/2025,B,Route B - University Express,B-1-20251025-04,1,Inbound,B06,B-Stop 6,5,B05,10/25/2025 12:19,10/25/2025 12:20,0.2,120,6,3,1,4,42,0.1,Low,24,1,0,0,42.459933,-76.464251,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B05,Gillig Low Floor,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:21,10/25/2025,B,Route B - University Express,B-0-20251025-04,0,Outbound,B05,B-Stop 5,5,B03,10/25/2025 12:21,10/25/2025 12:21,0.03,120,0,0,0,0,42,0,Low,15,1,0,0,42.458058,-76.468327,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B03,Proterra ZX5,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:22,10/25/2025,C,Route C - Airport Connector,C-1-20251025-04,1,Inbound,C06,C-Stop 6,5,C01,10/25/2025 12:21,10/25/2025 12:22,0.69,120,1,1,1,2,45,0.04,Low,24,1,0,0,42.470305,-76.444985,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C01,New Flyer Xcelsior,45,2,FALSE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:24,10/25/2025,A,Route A - Downtown Loop,A-1-20251025-04,1,Inbound,A05,A-Stop 5,6,A05,10/25/2025 12:24,10/25/2025 12:24,0.17,120,4,2,4,0,50,0,Low,27,1,0,0,42.447766,-76.48795,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A05,Proterra ZX5,50,3,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:24,10/25/2025,A,Route A - Downtown Loop,A-0-20251025-04,0,Outbound,A06,A-Stop 6,6,A04,10/25/2025 12:24,10/25/2025 12:24,-0.37,120,4,2,3,3,36,0.08,Low,25,1,0,0,42.449498,-76.48548,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A04,Proterra ZX5,36,2,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:25,10/25/2025,C,Route C - Airport Connector,C-0-20251025-04,0,Outbound,C06,C-Stop 6,6,C04,10/25/2025 12:25,10/25/2025 12:25,-0.09,120,3,2,0,3,40,0.07,Low,24,1,0,0,42.470335,-76.444763,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C04,Gillig Low Floor,40,2,TRUE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:25,10/25/2025,B,Route B - University Express,B-0-20251025-04,0,Outbound,B06,B-Stop 6,6,B03,10/25/2025 12:25,10/25/2025 12:25,0.57,120,2,1,1,0,42,0,Low,26,1,0,0,42.459669,-76.464149,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B03,Proterra ZX5,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:25,10/25/2025,B,Route B - University Express,B-1-20251025-04,1,Inbound,B05,B-Stop 5,6,B05,10/25/2025 12:25,10/25/2025 12:25,0.86,120,2,0,1,3,42,0.07,Low,26,1,1,1,42.45758,-76.468355,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B05,Gillig Low Floor,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:28,10/25/2025,C,Route C - Airport Connector,C-1-20251025-04,1,Inbound,C05,C-Stop 5,6,C01,10/25/2025 12:27,10/25/2025 12:28,0.92,120,3,3,1,4,45,0.09,Low,18,1,0,0,42.468364,-76.448327,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C01,New Flyer Xcelsior,45,2,FALSE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:28,10/25/2025,A,Route A - Downtown Loop,A-1-20251025-04,1,Inbound,A04,A-Stop 4,7,A05,10/25/2025 12:29,10/25/2025 12:28,-0.7,120,3,3,1,2,50,0.04,Low,20,1,0,0,42.446777,-76.491055,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A05,Proterra ZX5,50,3,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:29,10/25/2025,A,Route A - Downtown Loop,A-0-20251025-04,0,Outbound,A07,A-Stop 7,7,A04,10/25/2025 12:30,10/25/2025 12:29,-0.14,120,3,2,1,4,36,0.11,Low,24,1,1,0,42.4519,-76.482577,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A04,Proterra ZX5,36,2,TRUE,Suburban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:30,10/25/2025,B,Route B - University Express,B-1-20251025-04,1,Inbound,B04,B-Stop 4,7,B05,10/25/2025 12:30,10/25/2025 12:30,-0.04,120,2,1,3,1,42,0.02,Low,32,1,0,0,42.455407,-76.470994,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B05,Gillig Low Floor,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:30,10/25/2025,B,Route B - University Express,B-0-20251025-04,0,Outbound,B07,B-Stop 7,7,B03,10/25/2025 12:29,10/25/2025 12:30,0.47,120,4,0,0,0,42,0,Low,16,0,0,0,42.461798,-76.462439,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B03,Proterra ZX5,42,2,TRUE,Suburban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:30,10/25/2025,C,Route C - Airport Connector,C-0-20251025-04,0,Outbound,C07,C-Stop 7,7,C04,10/25/2025 12:30,10/25/2025 12:30,0.23,120,7,3,1,5,40,0.12,Low,21,1,0,0,42.471988,-76.442019,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C04,Gillig Low Floor,40,2,TRUE,Suburban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:32,10/25/2025,C,Route C - Airport Connector,C-1-20251025-04,1,Inbound,C04,C-Stop 4,7,C01,10/25/2025 12:32,10/25/2025 12:32,0.36,120,5,3,0,7,45,0.16,Low,26,1,0,0,42.465828,-76.45046,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C01,New Flyer Xcelsior,45,2,FALSE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:32,10/25/2025,A,Route A - Downtown Loop,A-1-20251025-04,1,Inbound,A03,A-Stop 3,8,A05,10/25/2025 12:33,10/25/2025 12:32,-0.49,120,0,0,1,1,50,0.02,Low,23,1,0,0,42.44416,-76.494209,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A05,Proterra ZX5,50,3,TRUE,Urban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:34,10/25/2025,A,Route A - Downtown Loop,A-0-20251025-04,0,Outbound,A08,A-Stop 8,8,A04,10/25/2025 12:34,10/25/2025 12:34,-0.02,120,2,1,2,3,36,0.08,Low,24,1,0,0,42.453687,-76.478861,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,A04,Proterra ZX5,36,2,TRUE,Suburban,Route A - Downtown Loop,12.3,#1f77b4,18.4,0,Clear
10/25/2025 12:35,10/25/2025,B,Route B - University Express,B-0-20251025-04,0,Outbound,B08,B-Stop 8,8,B03,10/25/2025 12:35,10/25/2025 12:35,0.22,120,0,0,1,0,42,0,Low,22,1,0,0,42.464298,-76.459241,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B03,Proterra ZX5,42,2,TRUE,Suburban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:36,10/25/2025,B,Route B - University Express,B-1-20251025-04,1,Inbound,B03,B-Stop 3,8,B05,10/25/2025 12:35,10/25/2025 12:36,0.56,120,2,0,1,0,42,0,Low,21,1,0,0,42.453892,-76.473626,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,B05,Gillig Low Floor,42,2,TRUE,Urban,Route B - University Express,18.7,#ff7f0e,18.4,0,Clear
10/25/2025 12:36,10/25/2025,C,Route C - Airport Connector,C-0-20251025-04,0,Outbound,C08,C-Stop 8,8,C04,10/25/2025 12:35,10/25/2025 12:36,0.4,120,4,1,1,5,40,0.12,Low,33,1,0,1,42.47426,-76.438803,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C04,Gillig Low Floor,40,2,TRUE,Suburban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
10/25/2025 12:38,10/25/2025,C,Route C - Airport Connector,C-1-20251025-04,1,Inbound,C03,C-Stop 3,8,C01,10/25/2025 12:37,10/25/2025 12:38,0.99,120,0,0,3,4,45,0.09,Low,21,1,0,0,42.463252,-76.454109,Clear,10/25/2025 12:00,Off-peak,12:00:00,13:00:00,C01,New Flyer Xcelsior,45,2,FALSE,Urban,Route C - Airport Connector,25.4,#2ca02c,18.4,0,Clear
